curriculum,checkpoint_idx,mean_return,std_return,mean_success_strict,std_success_strict,mean_success_soft,std_success_soft,mean_length,std_length,n_seeds
joint,20,202.87577525015047,11.493163971731576,0.5363333333333333,0.11936508991894582,0.8081666666666667,0.07725798532382458,329.043,33.598529874878224,10
param,1,-178.58804959279266,120.46213012834576,0.095,0.12498148010953611,0.17666666666666667,0.23703414350085766,289.6816666666667,89.71652525773047,10
param,2,-187.35588398058263,76.09954152757444,0.018333333333333333,0.029865955679368027,0.043333333333333335,0.07706018170844312,499.325,167.25820215544465,10
param,3,-175.75671802663257,70.48151614709255,0.018333333333333333,0.03464992473225039,0.035,0.07635605354901633,663.0033333333333,190.997235097304,10
param,4,-142.54019404896744,50.49921146720483,0.01,0.026293687924887187,0.02333333333333333,0.05730576425878945,851.3583333333333,166.74981837774922,10
param,5,-110.74146638630938,53.27837555906122,0.021666666666666667,0.0521453334678103,0.05499999999999999,0.15093331043057015,909.9466666666667,101.13041476293597,10
param,6,-65.61659288254114,33.493694455995076,0.065,0.05178898305076185,0.09,0.0676775214792936,938.7700000000001,34.84757975548391,10
param,7,-2.7836406837687235,60.899009654536606,0.16,0.1057600358603626,0.27166666666666667,0.1781333250166332,859.9066666666665,81.82849280396105,10
param,8,46.857871519144524,71.46190607765749,0.2833333333333333,0.1867526257107957,0.4383333333333333,0.23014354082336538,739.0,135.55974583687453,10
param,9,79.12091487451701,68.8376485411623,0.3733333333333333,0.1286683937707919,0.5433333333333333,0.18628930109832859,645.885,144.11957943293447,10
param,10,119.32876789159647,56.258139603373635,0.4616666666666666,0.142951688290783,0.675,0.14745788266652218,564.1516666666666,94.36534153013363,10
param,11,142.5307492073013,55.61594987154495,0.5216666666666667,0.07619419633774974,0.73,0.14673399128194828,529.6816666666666,102.16022318210393,10
param,12,157.46864536168243,37.4535121273846,0.49833333333333335,0.07220085153904325,0.7583333333333333,0.06585149772849837,487.0516666666666,72.40373236150567,10
param,13,178.19808887495543,20.85231623483886,0.51,0.09135468796041987,0.7416666666666667,0.09533890167628066,463.7333333333333,53.08578196573523,10
param,14,197.5947698791533,15.504902294453618,0.5133333333333334,0.08454672168776356,0.79,0.09236267751386844,414.39,48.94127193653054,10
param,15,190.94700271906078,15.211152540149211,0.49833333333333335,0.08478367534459846,0.775,0.07422438453270774,409.69833333333327,49.450746446075755,10
param,16,203.23330300845305,15.9197137691549,0.5,0.05773502691896258,0.805,0.07029479372394055,402.23833333333334,50.350600453712374,10
param,17,214.179095691656,19.023764324676193,0.5833333333333333,0.09813067629253162,0.8266666666666665,0.07584910295944895,390.4766666666667,47.492364038604244,10
param,18,216.46937587418492,19.21556001369248,0.6,0.08854098583616238,0.8400000000000001,0.05889937013643813,372.11,51.55826154297033,10
param,19,217.46585121568432,17.381714391230894,0.5633333333333334,0.0964813037604107,0.8416666666666668,0.04984544012479545,353.07166666666666,50.89637866401804,10
param,20,205.89684391952656,17.356830685008447,0.5788333333333333,0.03308285520691911,0.8393333333333333,0.03265230220836152,321.74133333333333,36.99958352952132,10
